color,num_critic_for_reviews,duration,actor_3_fb_likes,actor_2_name,actor_1_fb_likes,genres,actor_1_name,movie_title,num_voted_users,cast_total_fb_likes,actor_3_name,facenumber_in_poster,movie_imdb_link,num_user_for_reviews,language,country,actor_2_fb_likes,imdb_score,movie_fb_likes
Color,138.0,94.0,668.0,Charlize Theron,12000.0,Action|Animation|Comedy|Family|Sci-Fi,Nicolas Cage,Astro Boy ,25681,23365,Dee Bradley Baker,1.0,http://www.imdb.com/title/tt0375568/?ref_=fn_tt_tt_1,77.0,English,Hong Kong,9000.0,6.3,0
Color,308.0,127.0,191.0,Ariana Richards,967.0,Adventure|Sci-Fi|Thriller,Wayne Knight,Jurassic Park ,613473,2129,Bob Peck,0.0,http://www.imdb.com/title/tt0107290/?ref_=fn_tt_tt_1,895.0,English,USA,610.0,8.1,19000
Color,40.0,212.0,812.0,Catherine O'Hara,2000.0,Adventure|Biography|Crime|Drama|Western,Dennis Quaid,Wyatt Earp ,35314,5708,Isabella Rossellini,0.0,http://www.imdb.com/title/tt0111756/?ref_=fn_tt_tt_1,145.0,English,USA,925.0,6.6,0
Color,42.0,141.0,672.0,Dean Jones,11000.0,Action|Crime|Drama|Thriller,Harrison Ford,Clear and Present Danger ,69663,14178,Raymond Cruz,1.0,http://www.imdb.com/title/tt0109444/?ref_=fn_tt_tt_1,133.0,English,USA,913.0,6.9,0
Color,68.0,103.0,7.0,Peng Lin,21.0,Action|Adventure|Drama|History,Si Won Choi,Dragon Blade ,11584,58,Sung-jun Yoo,3.0,http://www.imdb.com/title/tt3672840/?ref_=fn_tt_tt_1,86.0,Mandarin,China,18.0,6.1,0
Color,78.0,98.0,723.0,Brittany Daniel,979.0,Comedy|Crime,Chazz Palminteri,Littleman ,39471,6334,John Witherspoon,1.0,http://www.imdb.com/title/tt0430304/?ref_=fn_tt_tt_1,187.0,English,USA,862.0,4.3,0
Color,178.0,116.0,563.0,Thomas Kretschmann,11000.0,Action|War,Matthew McConaughey,U-571 ,65297,14931,David Keith,0.0,http://www.imdb.com/title/tt0141926/?ref_=fn_tt_tt_1,602.0,English,France,919.0,6.6,0
Color,75.0,114.0,452.0,Samantha Mathis,524.0,Comedy|Drama|Romance,Shawna Waldron,The American President ,43027,2668,Wendie Malick,0.0,http://www.imdb.com/title/tt0112346/?ref_=fn_tt_tt_1,214.0,English,USA,517.0,6.8,0
Color,150.0,87.0,645.0,Romany Malco,3000.0,Comedy|Romance|Sport,Justin Timberlake,The Love Guru ,43300,6658,Verne Troyer,6.0,http://www.imdb.com/title/tt0811138/?ref_=fn_tt_tt_1,250.0,English,USA,966.0,3.8,0
Color,113.0,125.0,867.0,Bokeem Woodbine,11000.0,Action|Comedy|Crime|Thriller,Jon Lovitz,3000 Miles to Graceland ,38076,14536,Ice-T,2.0,http://www.imdb.com/title/tt0233142/?ref_=fn_tt_tt_1,399.0,English,USA,904.0,5.9,0
Color,596.0,187.0,1000.0,Jennifer Jason Leigh,46000.0,Crime|Drama|Mystery|Thriller|Western,Craig Stark,The Hateful Eight ,272839,49912,Zoë Bell,1.0,http://www.imdb.com/title/tt3460252/?ref_=fn_tt_tt_1,1018.0,English,USA,1000.0,7.9,114000
Color,191.0,93.0,970.0,Amy Poehler,8000.0,Comedy|Sport,Will Ferrell,Blades of Glory ,129995,13232,Jon Heder,2.0,http://www.imdb.com/title/tt0445934/?ref_=fn_tt_tt_1,246.0,English,USA,1000.0,6.3,0
Color,156.0,95.0,439.0,Elizabeth Perkins,989.0,Adventure|Animation|Comedy|Family|Fantasy,Gary Cole,Hop ,24089,2558,Chelsea Handler,0.0,http://www.imdb.com/title/tt1411704/?ref_=fn_tt_tt_1,82.0,English,USA,664.0,5.5,0
Color,460.0,117.0,447.0,Michael Fassbender,18000.0,Action|Drama|Fantasy|War,Gerard Butler,300 ,607235,32360,Vincent Regan,0.0,http://www.imdb.com/title/tt0416449/?ref_=fn_tt_tt_1,2073.0,English,USA,13000.0,7.7,13000
Color,141.0,106.0,708.0,Blythe Danner,22000.0,Comedy|Romance,Robert De Niro,Meet the Fockers ,211296,24938,Teri Polo,6.0,http://www.imdb.com/title/tt0290002/?ref_=fn_tt_tt_1,428.0,English,USA,713.0,6.3,0
Color,180.0,115.0,664.0,Kathleen Turner,2000.0,Comedy|Drama|Family,Eric Dane,Marley & Me ,116681,4811,Haley Bennett,0.0,http://www.imdb.com/title/tt0822832/?ref_=fn_tt_tt_1,320.0,English,USA,899.0,7.1,11000
Color,186.0,189.0,693.0,Jeffrey DeMunn,15000.0,Crime|Drama|Fantasy|Mystery,Tom Hanks,The Green Mile ,782610,17716,Michael Jeter,0.0,http://www.imdb.com/title/tt0120689/?ref_=fn_tt_tt_1,1377.0,English,USA,745.0,8.5,30000
Color,177.0,100.0,311.0,Tichina Arnold,419.0,Action|Adventure|Comedy,Jill Hennessy,Wild Hogs ,99989,1412,Drew Sidora,3.0,http://www.imdb.com/title/tt0486946/?ref_=fn_tt_tt_1,255.0,English,USA,330.0,5.9,0
Color,161.0,81.0,397.0,Fred Willard,925.0,Adventure|Animation|Comedy|Family|Sci-Fi,Catherine O'Hara,Chicken Little ,63912,2252,Amy Sedaris,0.0,http://www.imdb.com/title/tt0371606/?ref_=fn_tt_tt_1,251.0,English,USA,729.0,5.8,912
Color,568.0,149.0,625.0,Sela Ward,835.0,Crime|Drama|Mystery|Thriller,Patrick Fugit,Gone Girl ,569841,4348,Emily Ratajkowski,0.0,http://www.imdb.com/title/tt2267998/?ref_=fn_tt_tt_1,1127.0,English,USA,812.0,8.1,146000
Color,249.0,119.0,73.0,Josh Hamilton,13000.0,Action|Mystery|Thriller,Matt Damon,The Bourne Identity ,407601,13249,Nicky Naudé,1.0,http://www.imdb.com/title/tt0258463/?ref_=fn_tt_tt_1,849.0,English,USA,147.0,7.9,0
Color,137.0,130.0,345.0,Joe Don Baker,394.0,Action|Adventure|Thriller,Izabella Scorupco,GoldenEye ,199025,1784,Tchéky Karyo,2.0,http://www.imdb.com/title/tt0113189/?ref_=fn_tt_tt_1,416.0,English,UK,387.0,7.2,0
Color,113.0,116.0,475.0,Timothy Hutton,577.0,Drama|Mystery|Thriller,Daniel von Bargen,The General's Daughter ,42705,2321,Clarence Williams III,0.0,http://www.imdb.com/title/tt0144214/?ref_=fn_tt_tt_1,274.0,English,USA,501.0,6.3,885
Color,213.0,103.0,576.0,Noah Emmerich,2000.0,Comedy|Drama|Sci-Fi,Natascha McElhone,The Truman Show ,667983,3698,Peter Krause,1.0,http://www.imdb.com/title/tt0120382/?ref_=fn_tt_tt_1,877.0,English,USA,617.0,8.1,18000
Color,120.0,99.0,145.0,Aria Noelle Curzon,770.0,Adventure|Animation|Biography|Drama|Family|Fantasy|Musical,Martin Short,The Prince of Egypt ,91093,1195,Eden Riegel,2.0,http://www.imdb.com/title/tt0120794/?ref_=fn_tt_tt_1,353.0,English,USA,263.0,7.0,0
Color,81.0,92.0,522.0,Lisa Edelstein,1000.0,Comedy|Family,Anjelica Huston,Daddy Day Care ,49486,4050,Jeff Garlin,1.0,http://www.imdb.com/title/tt0317303/?ref_=fn_tt_tt_1,116.0,English,USA,955.0,5.5,886
Color,265.0,109.0,459.0,Patrick Fischler,18000.0,Action|Comedy|Crime|Drama|Thriller,Denzel Washington,2 Guns ,156898,20148,Fred Ward,1.0,http://www.imdb.com/title/tt1272878/?ref_=fn_tt_tt_1,172.0,English,USA,497.0,6.7,22000
Color,105.0,87.0,405.0,Elizabeth Perkins,3000.0,Action|Comedy|Family|Fantasy,Carol Ann Susi,Cats & Dogs ,46031,4171,Miriam Margolyes,0.0,http://www.imdb.com/title/tt0239395/?ref_=fn_tt_tt_1,235.0,English,USA,664.0,5.2,0
Color,155.0,111.0,82.0,Charlize Theron,26000.0,Action|Crime|Thriller,Jason Statham,The Italian Job ,285623,35084,Jimmy Shubert,6.0,http://www.imdb.com/title/tt0317740/?ref_=fn_tt_tt_1,497.0,English,USA,9000.0,7.0,0
Color,118.0,101.0,268.0,Alicia Witt,1000.0,Comedy|Romance,Dorian Missick,Two Weeks Notice ,85673,2636,Dana Ivey,2.0,http://www.imdb.com/title/tt0313737/?ref_=fn_tt_tt_1,269.0,English,USA,976.0,6.1,0
Color,131.0,83.0,754.0,Woody Allen,13000.0,Adventure|Animation|Comedy|Family,Sylvester Stallone,Antz ,124641,25788,Anne Bancroft,0.0,http://www.imdb.com/title/tt0120587/?ref_=fn_tt_tt_1,289.0,English,USA,11000.0,6.6,0
Color,166.0,113.0,721.0,Kristin Davis,4000.0,Comedy,Jon Favreau,Couples Retreat ,83506,8172,Tasha Smith,6.0,http://www.imdb.com/title/tt1078940/?ref_=fn_tt_tt_1,144.0,English,USA,722.0,5.5,0
Color,60.0,107.0,695.0,Robert Duvall,10000.0,Action|Drama|Sport,Tom Cruise,Days of Thunder ,60476,14006,Randy Quaid,0.0,http://www.imdb.com/title/tt0099371/?ref_=fn_tt_tt_1,97.0,English,USA,3000.0,5.9,0
Color,77.0,94.0,2000.0,Tom Welling,12000.0,Adventure|Comedy|Family,Taylor Lautner,Cheaper by the Dozen 2 ,42737,20348,Alyson Stoner,6.0,http://www.imdb.com/title/tt0452598/?ref_=fn_tt_tt_1,128.0,English,USA,3000.0,5.4,781
Color,249.0,132.0,240.0,Lili Taylor,988.0,Action|Sci-Fi|Thriller,Ki Hong Lee,The Scorch Trials ,138246,2517,Rosa Salazar,0.0,http://www.imdb.com/title/tt4046784/?ref_=fn_tt_tt_1,360.0,English,USA,960.0,6.4,24000
Color,213.0,140.0,745.0,Julia Roberts,11000.0,Drama|Romance,James Franco,Eat Pray Love ,63493,20440,Billy Crudup,1.0,http://www.imdb.com/title/tt0879870/?ref_=fn_tt_tt_1,302.0,English,USA,8000.0,5.7,26000
Color,121.0,125.0,627.0,Don Cheadle,12000.0,Comedy|Drama|Fantasy|Romance,Nicolas Cage,The Family Man ,85844,16646,Amber Valletta,1.0,http://www.imdb.com/title/tt0218967/?ref_=fn_tt_tt_1,322.0,English,USA,3000.0,6.7,0
Color,315.0,111.0,357.0,Morgan Freeman,13000.0,Action|Comedy|Crime|Thriller,Bruce Willis,RED ,238916,24928,Jaqueline Fleming,4.0,http://www.imdb.com/title/tt1245526/?ref_=fn_tt_tt_1,328.0,English,USA,11000.0,7.1,32000
Color,171.0,156.0,1000.0,Dennis Quaid,14000.0,Drama|Sport,Al Pacino,Any Given Sunday ,97047,20761,LL Cool J,5.0,http://www.imdb.com/title/tt0146838/?ref_=fn_tt_tt_1,452.0,English,USA,2000.0,6.8,0
Color,96.0,170.0,380.0,Kristin Scott Thomas,19000.0,Drama|Romance|Western,Scarlett Johansson,The Horse Whisperer ,32353,20683,Jessalyn Gilsig,0.0,http://www.imdb.com/title/tt0119314/?ref_=fn_tt_tt_1,263.0,English,USA,1000.0,6.5,0
Color,299.0,120.0,680.0,Jada Pinkett Smith,10000.0,Crime|Drama|Thriller,Tom Cruise,Collateral ,293662,13581,Debi Mazar,0.0,http://www.imdb.com/title/tt0369339/?ref_=fn_tt_tt_1,836.0,English,USA,851.0,7.6,0
Color,167.0,100.0,416.0,Roger Rees,12000.0,Action|Adventure|Fantasy|Thriller,Dwayne Johnson,The Scorpion King ,102129,14611,Bernard Hill,4.0,http://www.imdb.com/title/tt0277296/?ref_=fn_tt_tt_1,432.0,English,USA,1000.0,5.5,0
Color,125.0,115.0,579.0,Jay Hernandez,2000.0,Action|Drama|Thriller,Billy Burke,Ladder 49 ,48753,4496,Jacinda Barrett,2.0,http://www.imdb.com/title/tt0349710/?ref_=fn_tt_tt_1,323.0,English,USA,1000.0,6.5,0
Color,387.0,130.0,1000.0,Robert Duvall,10000.0,Action|Crime|Mystery|Thriller,Tom Cruise,Jack Reacher ,226570,16385,David Oyelowo,2.0,http://www.imdb.com/title/tt0790724/?ref_=fn_tt_tt_1,448.0,English,USA,3000.0,7.0,38000
Color,199.0,105.0,811.0,Michael Rapaport,1000.0,Action|Sci-Fi|Thriller,LL Cool J,Deep Blue Sea ,99043,3697,Saffron Burrows,1.0,http://www.imdb.com/title/tt0149261/?ref_=fn_tt_tt_1,643.0,English,USA,975.0,5.8,0
Color,136.0,111.0,6.0,Mekia Cox,433.0,Documentary|Music,Misha Gabriel Hamilton,This Is It ,33158,679,Judith Hill,0.0,http://www.imdb.com/title/tt1477715/?ref_=fn_tt_tt_1,223.0,English,USA,208.0,7.3,0
Color,436.0,106.0,175.0,Monique Gabriela Curnen,13000.0,Drama|Thriller,Matt Damon,Contagion ,180479,13634,Griffin Kane,4.0,http://www.imdb.com/title/tt1598778/?ref_=fn_tt_tt_1,411.0,English,USA,240.0,6.6,42000
Color,73.0,89.0,226.0,Dyan Cannon,658.0,Action|Adventure|Comedy|Crime,Estella Warren,Kangaroo Jack ,23476,1233,Bill Hunter,0.0,http://www.imdb.com/title/tt0257568/?ref_=fn_tt_tt_1,181.0,English,USA,257.0,4.4,858
 Black and White,310.0,100.0,57.0,Dawn French,309.0,Animation|Family|Fantasy,Jennifer Saunders,Coraline ,143121,647,John Hodgman,1.0,http://www.imdb.com/title/tt0327597/?ref_=fn_tt_tt_1,279.0,English,USA,229.0,7.7,10000
Color,323.0,91.0,751.0,Alan Ruck,11000.0,Sci-Fi|Thriller,Zooey Deschanel,The Happening ,163130,13654,Kristen Connolly,0.0,http://www.imdb.com/title/tt0949731/?ref_=fn_tt_tt_1,1264.0,English,USA,946.0,5.0,6000
Color,171.0,146.0,451.0,Radha Mitchell,18000.0,Action|Crime|Drama|Thriller,Denzel Washington,Man on Fire ,266310,20454,Giancarlo Giannini,2.0,http://www.imdb.com/title/tt0328107/?ref_=fn_tt_tt_1,690.0,English,USA,992.0,7.7,14000
Color,76.0,98.0,722.0,Joel David Moore,21000.0,Comedy|Family|Fantasy,Robert Downey Jr.,The Shaggy Dog ,14888,24664,Kristin Davis,0.0,http://www.imdb.com/title/tt0393735/?ref_=fn_tt_tt_1,83.0,English,USA,936.0,4.4,747
Color,173.0,101.0,767.0,Carmen Electra,881.0,Comedy|Crime,Snoop Dogg,Starsky & Hutch ,120795,3943,Fred Williamson,5.0,http://www.imdb.com/title/tt0335438/?ref_=fn_tt_tt_1,308.0,English,USA,869.0,6.1,0
Color,81.0,94.0,626.0,Harvey Korman,854.0,Comedy|Family,Jim Belushi,Jingle All the Way ,68406,4530,Jake Lloyd,1.0,http://www.imdb.com/title/tt0116705/?ref_=fn_tt_tt_1,162.0,English,USA,628.0,5.4,0
Color,242.0,132.0,160.0,Rupert Evans,366.0,Action|Fantasy|Horror|Sci-Fi,James Babson,Hellboy ,244566,1112,Brian Steele,1.0,http://www.imdb.com/title/tt0167190/?ref_=fn_tt_tt_1,597.0,English,USA,334.0,6.8,0
Color,110.0,115.0,521.0,Kathleen Quinlan,3000.0,Drama,Robert Duvall,A Civil Action ,23302,4713,Sydney Pollack,1.0,http://www.imdb.com/title/tt0120633/?ref_=fn_tt_tt_1,181.0,English,USA,552.0,6.5,1000
Color,328.0,92.0,586.0,Kodi Smit-McPhee,10000.0,Adventure|Animation|Comedy|Family|Fantasy,Anna Kendrick,ParaNorman ,72287,13597,Elaine Stritch,0.0,http://www.imdb.com/title/tt1623288/?ref_=fn_tt_tt_1,176.0,English,USA,884.0,7.0,12000
Color,83.0,124.0,460.0,Bruce Willis,24000.0,Action|Adventure|Crime|Thriller,J.K. Simmons,The Jackal ,88225,38227,Sophie Okonedo,0.0,http://www.imdb.com/title/tt0119395/?ref_=fn_tt_tt_1,227.0,English,USA,13000.0,6.3,0
Color,196.0,119.0,716.0,Joe Morton,834.0,Action|Mystery|Sci-Fi|Thriller,Ivana Milicevic,Paycheck ,89816,3637,Callum Rennie,0.0,http://www.imdb.com/title/tt0338337/?ref_=fn_tt_tt_1,347.0,English,USA,780.0,6.3,0
Color,34.0,124.0,672.0,Stockard Channing,1000.0,Drama|Romance,Joe Mantegna,Up Close & Personal ,11370,3653,Raymond Cruz,2.0,http://www.imdb.com/title/tt0118055/?ref_=fn_tt_tt_1,54.0,English,USA,944.0,6.1,829
Color,118.0,93.0,903.0,Matthew Broderick,9000.0,Adventure|Animation|Comedy|Family|Fantasy,Emma Watson,The Tale of Despereaux ,31209,13403,Frank Langella,0.0,http://www.imdb.com/title/tt0420238/?ref_=fn_tt_tt_1,106.0,English,UK,2000.0,6.1,0
Color,8.0,22.0,402.0,Oliver Hudson,732.0,Comedy|Romance,Bianca Kajlich,Rules of Engagement             ,26404,2064,Adhir Kalyan,3.0,http://www.imdb.com/title/tt0790772/?ref_=fn_tt_tt_1,41.0,English,USA,607.0,7.3,0
Color,81.0,98.0,107.0,Debi Mazar,966.0,Action|Comedy|Sci-Fi,Romany Malco,The Tuxedo ,61966,2018,Ritchie Coster,2.0,http://www.imdb.com/title/tt0290095/?ref_=fn_tt_tt_1,207.0,English,USA,680.0,5.3,797
Color,47.0,92.0,488.0,Brenda Bakke,789.0,Action|Thriller,Peter Greene,Under Siege 2: Dark Territory ,35918,2318,Patrick Kilpatrick,1.0,http://www.imdb.com/title/tt0114781/?ref_=fn_tt_tt_1,126.0,English,USA,520.0,5.4,1000
Color,313.0,105.0,288.0,Nonso Anozie,539.0,Action|Drama|Thriller,Colm Feore,Jack Ryan: Shadow Recruit ,99035,1411,Gemma Chan,3.0,http://www.imdb.com/title/tt1205537/?ref_=fn_tt_tt_1,289.0,English,USA,394.0,6.2,17000
Color,315.0,124.0,14000.0,Robert De Niro,34000.0,Biography|Comedy|Drama,Jennifer Lawrence,Joy ,75329,75793,Bradley Cooper,3.0,http://www.imdb.com/title/tt2446980/?ref_=fn_tt_tt_1,256.0,English,USA,22000.0,6.6,24000
Color,225.0,99.0,864.0,Radha Mitchell,18000.0,Action|Crime|Drama|Thriller,Gerard Butler,London Has Fallen ,69484,20276,Julian Kostov,3.0,http://www.imdb.com/title/tt3300542/?ref_=fn_tt_tt_1,323.0,English,UK,992.0,5.9,28000
Color,223.0,116.0,672.0,Michael Wincott,1000.0,Action|Horror|Sci-Fi,Gary Dourdan,Alien: Resurrection ,170179,3090,Raymond Cruz,0.0,http://www.imdb.com/title/tt0118583/?ref_=fn_tt_tt_1,656.0,English,USA,720.0,6.3,0
Color,198.0,124.0,295.0,Ned Beatty,650.0,Action|Crime|Drama|Mystery|Thriller,Tate Donovan,Shooter ,256213,1640,Louis Ferreira,0.0,http://www.imdb.com/title/tt0822854/?ref_=fn_tt_tt_1,338.0,English,USA,467.0,7.2,0
Color,219.0,96.0,642.0,Dee Bradley Baker,874.0,Adventure|Animation|Comedy|Family|Fantasy,Isaac Hempstead Wright,The Boxtrolls ,40883,3151,Tracy Morgan,3.0,http://www.imdb.com/title/tt0787474/?ref_=fn_tt_tt_1,122.0,English,USA,668.0,6.8,11000
Color,92.0,104.0,944.0,Dianne Wiest,1000.0,Comedy|Drama|Fantasy|Romance,Goran Visnjic,Practical Magic ,55749,4294,Stockard Channing,1.0,http://www.imdb.com/title/tt0120791/?ref_=fn_tt_tt_1,257.0,English,USA,967.0,6.1,0
Color,435.0,100.0,2000.0,Will Ferrell,11000.0,Action|Adventure|Animation|Comedy|Family|Fantasy,Morgan Freeman,The Lego Movie ,246698,22128,Alison Brie,0.0,http://www.imdb.com/title/tt1490017/?ref_=fn_tt_tt_1,471.0,English,Australia,8000.0,7.8,64000
Color,111.0,115.0,642.0,Diedrich Bader,1000.0,Action|Comedy|Crime,Eileen Brennan,Miss Congeniality 2: Armed and Fabulous ,51252,4305,Treat Williams,2.0,http://www.imdb.com/title/tt0385307/?ref_=fn_tt_tt_1,156.0,English,USA,759.0,5.0,621
Color,138.0,101.0,11000.0,Gerard Butler,23000.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,Christian Bale,Reign of Fire ,107859,53024,Matthew McConaughey,0.0,http://www.imdb.com/title/tt0253556/?ref_=fn_tt_tt_1,569.0,English,USA,18000.0,6.2,0
Color,415.0,113.0,300.0,Brandon Molale,33000.0,Action|Crime|Drama|Thriller,Ryan Gosling,Gangster Squad ,173530,34738,Wade Williams,3.0,http://www.imdb.com/title/tt1321870/?ref_=fn_tt_tt_1,264.0,English,USA,301.0,6.7,40000
Color,170.0,100.0,485.0,Oliver Platt,10000.0,Adventure|Comedy,Olivia Wilde,Year One ,76770,12258,Xander Berkeley,2.0,http://www.imdb.com/title/tt1045778/?ref_=fn_tt_tt_1,203.0,English,USA,1000.0,4.9,0
Color,306.0,134.0,204.0,Morgan Freeman,13000.0,Biography|Drama|History|Sport,Matt Damon,Invictus ,124222,24458,Leleti Khumalo,1.0,http://www.imdb.com/title/tt1057500/?ref_=fn_tt_tt_1,259.0,English,USA,11000.0,7.4,23000
Color,252.0,127.0,379.0,Harry Lennix,18000.0,Crime|Drama|Mystery|Thriller,Robin Wright,State of Play ,113295,19776,Michael Weston,3.0,http://www.imdb.com/title/tt0473705/?ref_=fn_tt_tt_1,235.0,English,USA,748.0,7.1,0
Color,211.0,125.0,896.0,Tom Wilkinson,8000.0,Comedy|Crime|Romance|Thriller,Julia Roberts,Duplicity ,41727,10623,Denis O'Hare,0.0,http://www.imdb.com/title/tt1135487/?ref_=fn_tt_tt_1,184.0,English,USA,1000.0,6.2,0
Color,49.0,94.0,230.0,Ray Walston,1000.0,Comedy|Family|Sci-Fi,Steven Anthony Lawrence,My Favorite Martian ,10883,2151,Michael Lerner,2.0,http://www.imdb.com/title/tt0120764/?ref_=fn_tt_tt_1,73.0,English,USA,417.0,4.9,448
Color,161.0,107.0,206.0,David Rasche,310.0,Action|Crime|Thriller,Blair Brown,The Sentinel ,42144,1352,Martin Donovan,0.0,http://www.imdb.com/title/tt0443632/?ref_=fn_tt_tt_1,213.0,English,USA,219.0,6.1,690
Color,156.0,91.0,480.0,Gary Oldman,12000.0,Adventure|Animation|Comedy|Family|Sci-Fi,Dwayne Johnson,Planet 51 ,41259,22668,James Corden,1.0,http://www.imdb.com/title/tt0762125/?ref_=fn_tt_tt_1,72.0,English,Spain,10000.0,6.1,0
Color,172.0,116.0,906.0,LeVar Burton,27000.0,Action|Adventure|Sci-Fi|Thriller,Tom Hardy,Star Trek: Nemesis ,58450,31224,Jonathan Frakes,0.0,http://www.imdb.com/title/tt0253754/?ref_=fn_tt_tt_1,842.0,English,USA,1000.0,6.4,0
Color,161.0,100.0,210.0,Paul Adelstein,436.0,Comedy|Crime|Romance,Cedric the Entertainer,Intolerable Cruelty ,76560,1395,Julia Duffy,1.0,http://www.imdb.com/title/tt0138524/?ref_=fn_tt_tt_1,322.0,English,USA,399.0,6.3,0
Color,239.0,111.0,461.0,Ed Lauter,16000.0,Drama|Sport,Clint Eastwood,Trouble with the Curve ,47954,17871,Bob Gunton,0.0,http://www.imdb.com/title/tt2083383/?ref_=fn_tt_tt_1,150.0,English,USA,897.0,6.8,11000
Color,258.0,117.0,896.0,Ray Winstone,2000.0,Crime|Drama|Mystery|Thriller,Bojana Novakovic,Edge of Darkness ,75201,7053,Denis O'Hare,1.0,http://www.imdb.com/title/tt1226273/?ref_=fn_tt_tt_1,256.0,English,UK,1000.0,6.6,0
Color,95.0,110.0,308.0,Penelope Ann Miller,510.0,Horror|Mystery|Sci-Fi|Thriller,John Kapelos,The Relic ,19176,1976,Chi Muoi Lo,0.0,http://www.imdb.com/title/tt0120004/?ref_=fn_tt_tt_1,165.0,English,UK,344.0,5.7,956
Color,105.0,96.0,236.0,Cathy Moriarty,22000.0,Comedy|Crime,Robert De Niro,Analyze That ,69319,22889,Joe Viterelli,1.0,http://www.imdb.com/title/tt0289848/?ref_=fn_tt_tt_1,138.0,English,USA,394.0,5.9,846
Color,198.0,101.0,1000.0,Al Pacino,22000.0,Action|Crime|Drama|Mystery|Thriller,Robert De Niro,Righteous Kill ,73368,38809,50 Cent,2.0,http://www.imdb.com/title/tt1034331/?ref_=fn_tt_tt_1,248.0,English,USA,14000.0,6.0,0
Color,79.0,111.0,652.0,Miko Hughes,13000.0,Action|Crime|Drama|Thriller,Bruce Willis,Mercury Rising ,54314,16536,Carrie Preston,1.0,http://www.imdb.com/title/tt0120749/?ref_=fn_tt_tt_1,127.0,English,USA,968.0,6.1,0
Color,210.0,117.0,569.0,Stephen Root,21000.0,Biography|Drama|Music,Robert Downey Jr.,The Soloist ,44099,23745,Rachael Harris,0.0,http://www.imdb.com/title/tt0821642/?ref_=fn_tt_tt_1,143.0,English,UK,939.0,6.7,0
Color,125.0,126.0,9000.0,Will Smith,13000.0,Drama|Fantasy|Sport,Matt Damon,The Legend of Bagger Vance ,45296,34774,Charlize Theron,3.0,http://www.imdb.com/title/tt0146984/?ref_=fn_tt_tt_1,267.0,English,USA,10000.0,6.7,0
Color,149.0,152.0,947.0,Zooey Deschanel,22000.0,Adventure|Comedy|Drama|Music,Philip Seymour Hoffman,Almost Famous ,207287,36897,Michael Angarano,1.0,http://www.imdb.com/title/tt0181875/?ref_=fn_tt_tt_1,822.0,English,USA,11000.0,7.9,15000
Color,77.0,86.0,265.0,Roger Rees,13000.0,Animation|Comedy|Family|Fantasy,Bill Murray,Garfield 2 ,27517,14918,Ben Falcone,0.0,http://www.imdb.com/title/tt0455499/?ref_=fn_tt_tt_1,74.0,English,UK,1000.0,5.0,470
Color,77.0,101.0,218.0,Nona Gaye,287.0,Action|Adventure|Crime|Thriller,Sunny Mabrey,xXx: State of the Union ,51349,993,Xzibit,2.0,http://www.imdb.com/title/tt0329774/?ref_=fn_tt_tt_1,213.0,English,USA,233.0,4.3,0
Color,225.0,87.0,77.0,Alan Dale,865.0,Action|Fantasy|Horror|Sci-Fi|Thriller,Josh Wingate,Priest ,97089,1417,Jacob Hopkins,0.0,http://www.imdb.com/title/tt0822847/?ref_=fn_tt_tt_1,233.0,English,USA,441.0,5.7,20000
Color,98.0,85.0,82.0,Adriano Giannini,11000.0,Adventure|Animation|Comedy|Drama|Family|Fantasy|Romance,Brad Pitt,Sinbad: Legend of the Seven Seas ,36144,11301,Timothy West,0.0,http://www.imdb.com/title/tt0165982/?ref_=fn_tt_tt_1,91.0,English,USA,102.0,6.7,880
Color,172.0,130.0,552.0,Joely Richardson,722.0,Horror|Sci-Fi|Thriller,Sean Pertwee,Event Horizon ,120416,2525,Kathleen Quinlan,0.0,http://www.imdb.com/title/tt0119081/?ref_=fn_tt_tt_1,857.0,English,UK,585.0,6.7,10000
Color,703.0,173.0,19000.0,Robert Downey Jr.,26000.0,Action|Adventure|Sci-Fi,Chris Hemsworth,The Avengers ,995415,87697,Scarlett Johansson,3.0,http://www.imdb.com/title/tt0848228/?ref_=fn_tt_tt_1,1722.0,English,USA,21000.0,8.1,123000
Color,117.0,104.0,256.0,Susanna Thompson,780.0,Drama|Fantasy|Mystery|Romance|Thriller,Joe Morton,Dragonfly ,31788,2109,Matt Craven,0.0,http://www.imdb.com/title/tt0259288/?ref_=fn_tt_tt_1,243.0,English,USA,265.0,6.1,0
Color,240.0,121.0,854.0,Mia Kirshner,19000.0,Crime|Drama|Mystery|Thriller,Scarlett Johansson,The Black Dahlia ,63363,22833,Mike Starr,0.0,http://www.imdb.com/title/tt0387877/?ref_=fn_tt_tt_1,644.0,English,Germany,972.0,5.6,0
 Black and White,123.0,140.0,579.0,Tyler Labine,11000.0,Action|Adventure|Drama|History|Romance|War,James Franco,Flyboys ,35565,12634,Philip Winchester,1.0,http://www.imdb.com/title/tt0454824/?ref_=fn_tt_tt_1,247.0,English,UK,779.0,6.6,2000
Color,110.0,131.0,507.0,Delroy Lindo,968.0,Action|Drama|Thriller,Clifton Collins Jr.,The Last Castle ,57100,3012,Michael Irby,3.0,http://www.imdb.com/title/tt0272020/?ref_=fn_tt_tt_1,281.0,English,USA,848.0,6.9,0
